i,o
MCDONALD'S MEAL $68.27 01/05,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $222.04 05/24,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $186.6 05/25,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $148.32 05/11,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $114.43 09/24,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $369.9 01/30,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $285.71 09/08,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $84.84 10/13,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $357.93 09/09,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $493.15 11/25,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $118.88 06/12,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $453.74 12/13,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $37.5 05/20,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $280.12 09/02,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $264.81 01/27,"('McDonald's', 'Food & Beverage')"
MCDONALD'S MEAL $289.13 03/11,"('McDonald's', 'Food & Beverage')"
TARGET T-1234 $223.35 06/05,"('Target', 'Retail')"
TARGET T-1234 $163.64 01/21,"('Target', 'Retail')"
TARGET T-1234 $184.68 02/20,"('Target', 'Retail')"
TARGET T-1234 $228.34 09/07,"('Target', 'Retail')"
TARGET T-1234 $447.13 05/23,"('Target', 'Retail')"
TARGET T-1234 $338.36 06/07,"('Target', 'Retail')"
TARGET T-1234 $66.52 01/12,"('Target', 'Retail')"
TARGET T-1234 $189.2 10/29,"('Target', 'Retail')"
TARGET T-1234 $310.78 06/13,"('Target', 'Retail')"
TARGET T-1234 $421.93 11/23,"('Target', 'Retail')"
TARGET T-1234 $146.07 06/09,"('Target', 'Retail')"
TARGET T-1234 $192.81 02/10,"('Target', 'Retail')"
TARGET T-1234 $178.63 05/16,"('Target', 'Retail')"
TARGET T-1234 $232.44 03/22,"('Target', 'Retail')"
TARGET T-1234 $253.63 02/22,"('Target', 'Retail')"
TARGET T-1234 $373.91 07/13,"('Target', 'Retail')"
TARGET T-1234 $112.96 10/16,"('Target', 'Retail')"
TARGET T-1234 $347.76 02/12,"('Target', 'Retail')"
TARGET T-1234 $297.62 03/29,"('Target', 'Retail')"
TARGET T-1234 $56.39 03/08,"('Target', 'Retail')"
TARGET STORE 5678 $377.76 04/25,"('Target', 'Retail')"
TARGET STORE 5678 $224.65 11/26,"('Target', 'Retail')"
TARGET STORE 5678 $222.53 08/08,"('Target', 'Retail')"
TARGET STORE 5678 $283.46 11/28,"('Target', 'Retail')"
TARGET STORE 5678 $436.5 09/10,"('Target', 'Retail')"
TARGET STORE 5678 $161.2 05/18,"('Target', 'Retail')"
TARGET STORE 5678 $110.77 06/08,"('Target', 'Retail')"
TARGET STORE 5678 $497.99 12/17,"('Target', 'Retail')"
TARGET STORE 5678 $270.8 11/04,"('Target', 'Retail')"
TARGET STORE 5678 $125.51 05/20,"('Target', 'Retail')"
TARGET STORE 5678 $134.29 11/12,"('Target', 'Retail')"
TARGET STORE 5678 $34.35 03/25,"('Target', 'Retail')"
TARGET STORE 5678 $152.32 09/07,"('Target', 'Retail')"
TARGET STORE 5678 $313.15 12/31,"('Target', 'Retail')"
TARGET STORE 5678 $358.54 08/05,"('Target', 'Retail')"
TARGET STORE 5678 $273.4 05/25,"('Target', 'Retail')"
TARGET STORE 5678 $77.64 03/15,"('Target', 'Retail')"
TARGET STORE 5678 $418.56 11/08,"('Target', 'Retail')"
TARGET STORE 5678 $370.43 12/25,"('Target', 'Retail')"
TARGET STORE 5678 $391.61 03/03,"('Target', 'Retail')"
LYFT RIDE $137.38 03/05,"('Lyft', 'Transportation')"
LYFT RIDE $278.61 10/12,"('Lyft', 'Transportation')"
LYFT RIDE $197.83 11/10,"('Lyft', 'Transportation')"
LYFT RIDE $389.47 04/01,"('Lyft', 'Transportation')"
LYFT RIDE $248.36 05/02,"('Lyft', 'Transportation')"
LYFT RIDE $199.78 11/11,"('Lyft', 'Transportation')"
LYFT RIDE $156.69 09/02,"('Lyft', 'Transportation')"
LYFT RIDE $315.46 01/09,"('Lyft', 'Transportation')"
LYFT RIDE $201.0 07/28,"('Lyft', 'Transportation')"
LYFT RIDE $310.61 12/24,"('Lyft', 'Transportation')"
LYFT RIDE $112.37 12/30,"('Lyft', 'Transportation')"
LYFT RIDE $91.44 06/23,"('Lyft', 'Transportation')"
LYFT RIDE $497.73 04/27,"('Lyft', 'Transportation')"
LYFT RIDE $224.05 02/04,"('Lyft', 'Transportation')"
LYFT RIDE $9.22 03/31,"('Lyft', 'Transportation')"
LYFT RIDE $98.73 06/04,"('Lyft', 'Transportation')"
LYFT RIDE $341.63 08/05,"('Lyft', 'Transportation')"
LYFT RIDE $499.59 10/06,"('Lyft', 'Transportation')"
LYFT RIDE $218.64 12/20,"('Lyft', 'Transportation')"
LYFT RIDE $459.97 05/11,"('Lyft', 'Transportation')"
LYFT FARE $140.06 02/23,"('Lyft', 'Transportation')"
LYFT FARE $318.65 09/29,"('Lyft', 'Transportation')"
LYFT FARE $354.07 08/21,"('Lyft', 'Transportation')"
LYFT FARE $171.01 05/25,"('Lyft', 'Transportation')"
LYFT FARE $313.14 02/01,"('Lyft', 'Transportation')"
LYFT FARE $296.12 12/30,"('Lyft', 'Transportation')"
LYFT FARE $229.3 06/03,"('Lyft', 'Transportation')"
LYFT FARE $261.1 12/07,"('Lyft', 'Transportation')"
LYFT FARE $485.12 05/11,"('Lyft', 'Transportation')"
LYFT FARE $27.94 09/04,"('Lyft', 'Transportation')"
LYFT FARE $17.1 05/26,"('Lyft', 'Transportation')"
LYFT FARE $350.99 01/08,"('Lyft', 'Transportation')"
LYFT FARE $242.76 07/25,"('Lyft', 'Transportation')"
LYFT FARE $96.32 10/19,"('Lyft', 'Transportation')"
LYFT FARE $429.49 04/05,"('Lyft', 'Transportation')"
LYFT FARE $188.47 12/10,"('Lyft', 'Transportation')"
LYFT FARE $423.48 07/16,"('Lyft', 'Transportation')"
LYFT FARE $264.64 09/15,"('Lyft', 'Transportation')"
LYFT FARE $163.71 12/09,"('Lyft', 'Transportation')"
LYFT FARE $473.85 09/16,"('Lyft', 'Transportation')"
ADOBE *SUBSCRIPTION $81.75 06/23,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $142.95 03/30,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $321.17 02/03,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $494.04 06/06,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $347.41 10/05,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $100.52 12/08,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $22.64 03/22,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $238.49 03/15,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $231.67 06/27,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $141.28 01/06,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $424.64 12/13,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $112.41 08/04,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $351.28 12/20,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $46.25 01/08,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $482.43 10/17,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $431.67 11/15,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $374.92 03/16,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $483.04 04/17,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $172.69 11/20,"('Adobe', 'Subscription')"
ADOBE *SUBSCRIPTION $392.28 06/20,"('Adobe', 'Subscription')"
ADOBE CREATIVE $103.86 05/04,"('Adobe', 'Subscription')"
ADOBE CREATIVE $369.51 06/07,"('Adobe', 'Subscription')"
ADOBE CREATIVE $343.36 11/03,"('Adobe', 'Subscription')"
ADOBE CREATIVE $493.7 09/18,"('Adobe', 'Subscription')"
ADOBE CREATIVE $324.64 12/28,"('Adobe', 'Subscription')"
ADOBE CREATIVE $273.76 08/08,"('Adobe', 'Subscription')"
ADOBE CREATIVE $426.02 07/26,"('Adobe', 'Subscription')"
ADOBE CREATIVE $46.57 06/05,"('Adobe', 'Subscription')"
ADOBE CREATIVE $463.68 01/22,"('Adobe', 'Subscription')"
ADOBE CREATIVE $260.85 10/26,"('Adobe', 'Subscription')"
ADOBE CREATIVE $105.36 01/18,"('Adobe', 'Subscription')"
ADOBE CREATIVE $397.25 12/08,"('Adobe', 'Subscription')"
ADOBE CREATIVE $176.46 11/03,"('Adobe', 'Subscription')"
ADOBE CREATIVE $359.42 03/27,"('Adobe', 'Subscription')"
ADOBE CREATIVE $231.87 04/26,"('Adobe', 'Subscription')"
ADOBE CREATIVE $90.3 10/12,"('Adobe', 'Subscription')"
ADOBE CREATIVE $88.36 10/25,"('Adobe', 'Subscription')"
ADOBE CREATIVE $293.74 02/17,"('Adobe', 'Subscription')"
ADOBE CREATIVE $405.09 12/24,"('Adobe', 'Subscription')"
ADOBE CREATIVE $79.5 08/28,"('Adobe', 'Subscription')"
FACEBOOK ADS $101.12 07/25,"('Facebook', 'Advertising')"
FACEBOOK ADS $99.97 05/04,"('Facebook', 'Advertising')"
FACEBOOK ADS $258.42 06/05,"('Facebook', 'Advertising')"
FACEBOOK ADS $205.32 01/10,"('Facebook', 'Advertising')"
FACEBOOK ADS $179.27 08/01,"('Facebook', 'Advertising')"
FACEBOOK ADS $337.55 12/31,"('Facebook', 'Advertising')"
FACEBOOK ADS $339.73 02/12,"('Facebook', 'Advertising')"
FACEBOOK ADS $355.07 12/05,"('Facebook', 'Advertising')"
FACEBOOK ADS $464.16 03/15,"('Facebook', 'Advertising')"
FACEBOOK ADS $487.91 10/28,"('Facebook', 'Advertising')"
FACEBOOK ADS $137.7 01/08,"('Facebook', 'Advertising')"
FACEBOOK ADS $249.64 08/10,"('Facebook', 'Advertising')"
FACEBOOK ADS $106.33 01/10,"('Facebook', 'Advertising')"
FACEBOOK ADS $216.38 10/14,"('Facebook', 'Advertising')"
FACEBOOK ADS $172.44 01/04,"('Facebook', 'Advertising')"
FACEBOOK ADS $471.52 02/03,"('Facebook', 'Advertising')"
FACEBOOK ADS $304.78 09/10,"('Facebook', 'Advertising')"
FACEBOOK ADS $303.66 04/27,"('Facebook', 'Advertising')"
FACEBOOK ADS $107.34 05/02,"('Facebook', 'Advertising')"
FACEBOOK ADS $62.65 06/10,"('Facebook', 'Advertising')"
FACEBOOK PAY $133.29 08/24,"('Facebook', 'Payment')"
FACEBOOK PAY $373.82 01/24,"('Facebook', 'Payment')"
FACEBOOK PAY $413.26 02/05,"('Facebook', 'Payment')"
FACEBOOK PAY $322.19 03/02,"('Facebook', 'Payment')"
FACEBOOK PAY $97.98 02/18,"('Facebook', 'Payment')"
FACEBOOK PAY $409.92 12/28,"('Facebook', 'Payment')"
FACEBOOK PAY $316.3 05/15,"('Facebook', 'Payment')"
FACEBOOK PAY $105.74 06/03,"('Facebook', 'Payment')"
FACEBOOK PAY $252.1 11/23,"('Facebook', 'Payment')"
FACEBOOK PAY $430.26 12/20,"('Facebook', 'Payment')"
FACEBOOK PAY $141.6 05/13,"('Facebook', 'Payment')"
FACEBOOK PAY $363.98 09/22,"('Facebook', 'Payment')"
FACEBOOK PAY $413.83 12/25,"('Facebook', 'Payment')"
FACEBOOK PAY $83.18 03/17,"('Facebook', 'Payment')"
FACEBOOK PAY $267.7 05/24,"('Facebook', 'Payment')"
FACEBOOK PAY $341.47 04/02,"('Facebook', 'Payment')"
FACEBOOK PAY $42.98 02/07,"('Facebook', 'Payment')"
FACEBOOK PAY $290.63 01/26,"('Facebook', 'Payment')"
FACEBOOK PAY $420.28 08/29,"('Facebook', 'Payment')"
FACEBOOK PAY $456.28 01/01,"('Facebook', 'Payment')"
MSFT *BILLING $427.5 11/09,"('Microsoft', 'Subscription')"
MSFT *BILLING $295.41 09/20,"('Microsoft', 'Subscription')"
MSFT *BILLING $375.87 12/14,"('Microsoft', 'Subscription')"
MSFT *BILLING $460.6 08/12,"('Microsoft', 'Subscription')"
MSFT *BILLING $453.2 05/07,"('Microsoft', 'Subscription')"
MSFT *BILLING $437.57 01/03,"('Microsoft', 'Subscription')"
MSFT *BILLING $25.82 05/19,"('Microsoft', 'Subscription')"
MSFT *BILLING $21.57 02/21,"('Microsoft', 'Subscription')"
MSFT *BILLING $138.07 10/27,"('Microsoft', 'Subscription')"
MSFT *BILLING $21.72 04/13,"('Microsoft', 'Subscription')"
MSFT *BILLING $96.91 09/01,"('Microsoft', 'Subscription')"
MSFT *BILLING $136.99 12/30,"('Microsoft', 'Subscription')"
MSFT *BILLING $446.42 07/06,"('Microsoft', 'Subscription')"
MSFT *BILLING $382.17 05/04,"('Microsoft', 'Subscription')"
MSFT *BILLING $19.89 10/05,"('Microsoft', 'Subscription')"
MSFT *BILLING $89.75 06/25,"('Microsoft', 'Subscription')"
MSFT *BILLING $373.53 07/31,"('Microsoft', 'Subscription')"
MSFT *BILLING $376.81 04/13,"('Microsoft', 'Subscription')"
MSFT *BILLING $164.91 02/23,"('Microsoft', 'Subscription')"
MSFT *BILLING $13.0 08/11,"('Microsoft', 'Subscription')"
MICROSOFT 365 $219.96 06/02,"('Microsoft', 'Subscription')"
MICROSOFT 365 $380.77 06/27,"('Microsoft', 'Subscription')"
MICROSOFT 365 $154.84 10/01,"('Microsoft', 'Subscription')"
MICROSOFT 365 $242.53 03/18,"('Microsoft', 'Subscription')"
MICROSOFT 365 $73.57 11/20,"('Microsoft', 'Subscription')"
MICROSOFT 365 $418.88 04/23,"('Microsoft', 'Subscription')"
MICROSOFT 365 $459.67 12/06,"('Microsoft', 'Subscription')"
MICROSOFT 365 $370.95 05/14,"('Microsoft', 'Subscription')"
MICROSOFT 365 $286.93 12/02,"('Microsoft', 'Subscription')"
MICROSOFT 365 $234.48 07/18,"('Microsoft', 'Subscription')"
MICROSOFT 365 $195.13 02/24,"('Microsoft', 'Subscription')"
MICROSOFT 365 $330.35 08/01,"('Microsoft', 'Subscription')"
MICROSOFT 365 $309.93 01/04,"('Microsoft', 'Subscription')"
MICROSOFT 365 $18.04 07/07,"('Microsoft', 'Subscription')"
MICROSOFT 365 $75.22 12/09,"('Microsoft', 'Subscription')"
MICROSOFT 365 $84.76 04/23,"('Microsoft', 'Subscription')"
MICROSOFT 365 $360.04 03/25,"('Microsoft', 'Subscription')"
MICROSOFT 365 $159.54 12/13,"('Microsoft', 'Subscription')"
MICROSOFT 365 $145.82 06/25,"('Microsoft', 'Subscription')"
MICROSOFT 365 $370.56 09/10,"('Microsoft', 'Subscription')"
HULU.COM $322.08 04/27,"('Hulu', 'Subscription')"
HULU.COM $60.32 10/16,"('Hulu', 'Subscription')"
HULU.COM $438.49 11/29,"('Hulu', 'Subscription')"
HULU.COM $245.45 11/18,"('Hulu', 'Subscription')"
HULU.COM $377.58 12/16,"('Hulu', 'Subscription')"
HULU.COM $104.54 11/05,"('Hulu', 'Subscription')"
HULU.COM $387.37 04/20,"('Hulu', 'Subscription')"
HULU.COM $495.96 11/12,"('Hulu', 'Subscription')"
HULU.COM $114.44 09/03,"('Hulu', 'Subscription')"
HULU.COM $124.36 11/20,"('Hulu', 'Subscription')"
HULU.COM $49.04 02/06,"('Hulu', 'Subscription')"
HULU.COM $200.87 05/30,"('Hulu', 'Subscription')"
HULU.COM $256.5 11/10,"('Hulu', 'Subscription')"
HULU.COM $178.91 08/21,"('Hulu', 'Subscription')"
HULU.COM $242.66 03/10,"('Hulu', 'Subscription')"
HULU.COM $475.13 07/18,"('Hulu', 'Subscription')"
HULU.COM $163.12 10/13,"('Hulu', 'Subscription')"
HULU.COM $314.95 11/11,"('Hulu', 'Subscription')"
HULU.COM $43.12 01/14,"('Hulu', 'Subscription')"
HULU.COM $202.89 12/16,"('Hulu', 'Subscription')"
HULU STREAMING $477.17 02/23,"('Hulu', 'Subscription')"
HULU STREAMING $49.44 03/05,"('Hulu', 'Subscription')"
HULU STREAMING $105.58 03/22,"('Hulu', 'Subscription')"
HULU STREAMING $395.45 02/17,"('Hulu', 'Subscription')"
HULU STREAMING $31.05 01/10,"('Hulu', 'Subscription')"
HULU STREAMING $13.11 10/20,"('Hulu', 'Subscription')"
HULU STREAMING $308.46 01/15,"('Hulu', 'Subscription')"
HULU STREAMING $294.91 03/08,"('Hulu', 'Subscription')"
HULU STREAMING $176.37 03/07,"('Hulu', 'Subscription')"
HULU STREAMING $498.37 02/14,"('Hulu', 'Subscription')"
HULU STREAMING $288.71 12/15,"('Hulu', 'Subscription')"
HULU STREAMING $306.5 11/09,"('Hulu', 'Subscription')"
HULU STREAMING $350.17 07/24,"('Hulu', 'Subscription')"
HULU STREAMING $201.97 11/25,"('Hulu', 'Subscription')"
HULU STREAMING $79.41 07/04,"('Hulu', 'Subscription')"
HULU STREAMING $128.36 05/26,"('Hulu', 'Subscription')"
HULU STREAMING $185.3 03/27,"('Hulu', 'Subscription')"
HULU STREAMING $105.05 10/27,"('Hulu', 'Subscription')"
HULU STREAMING $121.79 06/26,"('Hulu', 'Subscription')"
HULU STREAMING $140.51 08/20,"('Hulu', 'Subscription')"
DISNEYPLUS $236.63 07/29,"('Disney+', 'Subscription')"
DISNEYPLUS $195.6 11/02,"('Disney+', 'Subscription')"
DISNEYPLUS $410.35 06/09,"('Disney+', 'Subscription')"
DISNEYPLUS $457.66 03/05,"('Disney+', 'Subscription')"
DISNEYPLUS $50.92 11/23,"('Disney+', 'Subscription')"
DISNEYPLUS $87.13 05/15,"('Disney+', 'Subscription')"
DISNEYPLUS $275.19 05/24,"('Disney+', 'Subscription')"
DISNEYPLUS $264.49 04/20,"('Disney+', 'Subscription')"
DISNEYPLUS $47.29 11/28,"('Disney+', 'Subscription')"
DISNEYPLUS $241.31 01/25,"('Disney+', 'Subscription')"
DISNEYPLUS $26.72 04/07,"('Disney+', 'Subscription')"
DISNEYPLUS $72.53 05/09,"('Disney+', 'Subscription')"
DISNEYPLUS $353.26 06/25,"('Disney+', 'Subscription')"
DISNEYPLUS $350.93 01/05,"('Disney+', 'Subscription')"
DISNEYPLUS $413.0 10/06,"('Disney+', 'Subscription')"
DISNEYPLUS $400.3 09/30,"('Disney+', 'Subscription')"
DISNEYPLUS $242.81 05/10,"('Disney+', 'Subscription')"
DISNEYPLUS $242.55 11/17,"('Disney+', 'Subscription')"
DISNEYPLUS $459.03 07/02,"('Disney+', 'Subscription')"
DISNEYPLUS $5.37 05/17,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $373.15 02/23,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $208.04 01/28,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $436.88 07/25,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $234.37 04/24,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $110.43 09/27,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $361.72 12/29,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $279.85 06/10,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $178.28 01/02,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $368.04 08/19,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $285.22 11/29,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $267.15 12/30,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $475.26 06/22,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $151.14 03/10,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $363.59 12/23,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $426.4 10/25,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $337.5 01/30,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $404.51 03/18,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $113.32 05/23,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $189.67 08/27,"('Disney+', 'Subscription')"
DISNEY+ SUBSCRIPTION $316.54 11/03,"('Disney+', 'Subscription')"
AIRBNB *RESERVATION $468.83 01/29,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $9.54 02/05,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $47.69 07/19,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $28.46 11/09,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $415.84 04/01,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $283.1 01/09,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $277.88 06/02,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $163.18 08/23,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $223.3 12/16,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $256.1 10/27,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $361.8 10/19,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $92.23 02/18,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $73.03 09/01,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $159.97 12/27,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $85.32 02/13,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $62.11 11/22,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $265.42 01/30,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $333.95 06/14,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $64.44 05/07,"('Airbnb', 'Travel & Leisure')"
AIRBNB *RESERVATION $34.59 07/24,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $123.39 08/23,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $347.69 05/24,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $402.33 06/02,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $153.0 06/21,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $359.83 05/09,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $394.76 12/18,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $405.8 02/13,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $247.85 11/14,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $308.01 10/30,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $283.31 01/02,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $141.65 08/09,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $130.74 02/15,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $458.66 06/28,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $7.19 08/09,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $105.74 02/14,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $13.68 05/01,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $166.99 07/14,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $366.72 01/11,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $479.18 04/08,"('Airbnb', 'Travel & Leisure')"
AIRBNB BOOKING $339.61 03/01,"('Airbnb', 'Travel & Leisure')"
DOORDASH 1234 $128.76 09/19,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $292.28 12/11,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $12.6 12/28,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $343.76 10/11,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $338.22 09/06,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $391.46 04/14,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $265.98 03/21,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $297.42 06/30,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $86.15 08/08,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $57.64 07/08,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $328.15 02/13,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $306.1 01/31,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $191.45 04/25,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $466.27 07/23,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $493.25 06/13,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $186.84 12/16,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $491.34 12/26,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $252.37 07/06,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $417.9 04/13,"('DoorDash', 'Food Delivery')"
DOORDASH 1234 $112.68 08/12,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $135.47 09/07,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $464.31 01/03,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $287.02 02/13,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $58.52 06/15,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $139.7 08/02,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $219.68 03/07,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $320.04 08/08,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $384.89 08/24,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $144.65 10/16,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $50.42 04/17,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $239.0 12/03,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $249.63 12/27,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $111.8 05/13,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $108.44 07/24,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $450.76 01/31,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $274.78 10/11,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $338.98 04/09,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $398.37 09/28,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $300.33 09/30,"('DoorDash', 'Food Delivery')"
DOORDASH DELIVERY $195.75 12/14,"('DoorDash', 'Food Delivery')"
BESTBUY 1234 $168.58 03/25,"('Best Buy', 'Retail')"
BESTBUY 1234 $219.29 12/06,"('Best Buy', 'Retail')"
BESTBUY 1234 $190.34 10/06,"('Best Buy', 'Retail')"
BESTBUY 1234 $363.13 10/17,"('Best Buy', 'Retail')"
BESTBUY 1234 $156.53 05/20,"('Best Buy', 'Retail')"
BESTBUY 1234 $32.68 07/26,"('Best Buy', 'Retail')"
BESTBUY 1234 $115.02 12/08,"('Best Buy', 'Retail')"
BESTBUY 1234 $92.58 05/26,"('Best Buy', 'Retail')"
BESTBUY 1234 $304.83 09/14,"('Best Buy', 'Retail')"
BESTBUY 1234 $457.13 08/03,"('Best Buy', 'Retail')"
